id_en	en	fr	text_fr	text_clean
en_1146	The fire chief was always asked burning questions.	On interrogeait souvent le chef des pompiers sur l'actualité brûlante.	On interrogeait souvent le chef des pompiers sur l'actualité brûlante.	On interrogeait souvent le chef des pompiers sur l'actualité brûlante.
en_1146	The fire chief was always asked burning questions.	Le chef des pompiers avait l'habitude de poser des questions brûlantes.	Le chef des pompiers avait l'habitude de poser des questions brûlantes.	Le chef des pompiers avait l'habitude de poser des questions brûlantes.
en_1146	The fire chief was always asked burning questions.	Le chef des pompiers se voyait toujours poser les questions les plus brûlantes.	Le chef des pompiers se voyait toujours poser les questions les plus brûlantes.	Le chef des pompiers se voyait toujours poser les questions les plus brûlantes.
en_1146	The fire chief was always asked burning questions.	Ça nous brûle les lèvres de poser ces questions au chef des pompiers.	Ça nous brûle les lèvres de poser ces questions au chef des pompiers.	Ça nous brûle les lèvres de poser ces questions au chef des pompiers.
en_1146	The fire chief was always asked burning questions.	Le chef des pompiers traitait toujours de sujets brûlants.	Le chef des pompiers traitait toujours de sujets brûlants.	Le chef des pompiers traitait toujours de sujets brûlants.
en_1146	The fire chief was always asked burning questions.	Le capitaine des sapeur-pompiers posait toujours des questions à chaud.	Le capitaine des sapeur-pompiers posait toujours des questions à chaud.	Le capitaine des sapeur-pompiers posait toujours des questions à chaud.
en_1146	The fire chief was always asked burning questions.	Le capitaine des pompiers devait toujours répondre à des questions brûlantes.	Le capitaine des pompiers devait toujours répondre à des questions brûlantes.	Le capitaine des pompiers devait toujours répondre à des questions brûlantes.
en_1146	The fire chief was always asked burning questions.	Le capitaine des pompiers devait sans cesse répondre à des questions, il était sur des charbons ardents.	Le capitaine des pompiers devait sans cesse répondre à des questions, il était sur des charbons ardents.	Le capitaine des pompiers devait sans cesse répondre à des questions, il était sur des charbons ardents.
en_1146	The fire chief was always asked burning questions.	On posait toujours toujours d’ardentes questions au chef des pompiers.	On posait toujours toujours d’ardentes questions au chef des pompiers.	On posait toujours toujours d’ardentes questions au chef des pompiers.
en_1146	The fire chief was always asked burning questions.	Le pompier devait toujours répondre à des questions brûlantes.	Le pompier devait toujours répondre à des questions brûlantes.	Le pompier devait toujours répondre à des questions brûlantes.
en_1146	The fire chief was always asked burning questions.	Le chef de la caserne était assailli de journalistes enflammés.	Le chef de la caserne était assailli de journalistes enflammés.	Le chef de la caserne était assailli de journalistes enflammés.
en_1146	The fire chief was always asked burning questions.	Le pompier en chef était constamment arrosé de questions brûlantes	Le pompier en chef était constamment arrosé de questions brûlantes	Le pompier en chef était constamment arrosé de questions brûlantes
en_1146	The fire chief was always asked burning questions.	Le chef des pompiers était souvent pris entre deux feux par les questions explosives.	Le chef des pompiers était souvent pris entre deux feux par les questions explosives.	Le chef des pompiers était souvent pris entre deux feux par les questions explosives.
en_1146	The fire chief was always asked burning questions.	On posait toujours des questions brûlantes au chef des pompiers.	On posait toujours des questions brûlantes au chef des pompiers.	On posait toujours des questions brûlantes au chef des pompiers.
en_1146	The fire chief was always asked burning questions.	Les questions les plus brûlantes étaient toujours réservées au chef des pompiers.	Les questions les plus brûlantes étaient toujours réservées au chef des pompiers.	Les questions les plus brûlantes étaient toujours réservées au chef des pompiers.
en_1146	The fire chief was always asked burning questions.	Le chef des pompiers avait toujours droit aux questions brûlantes.	Le chef des pompiers avait toujours droit aux questions brûlantes.	Le chef des pompiers avait toujours droit aux questions brûlantes.
en_1146	The fire chief was always asked burning questions.	Le chef des pompiers se voyait toujours poser des questions brûlantes.	Le chef des pompiers se voyait toujours poser des questions brûlantes.	Le chef des pompiers se voyait toujours poser des questions brûlantes.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils ont sué sang et eau avant d’atteindre le sauna et échapper au tueur.	Ils ont sué sang et eau avant d’atteindre le sauna et échapper au tueur.	Ils ont sué sang et eau avant d’atteindre le sauna et échapper au tueur.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Pour échapper au bandit armé, ils se sont cachés dans un sauna, même si ça les faisait suer (d’attendre là).	Pour échapper au bandit armé, ils se sont cachés dans un sauna, même si ça les faisait suer (d’attendre là).	Pour échapper au bandit armé, ils se sont cachés dans un sauna, même si ça les faisait suer (d’attendre là).
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils ont échappé au tireur et se sont cachés dans un sauna où ils ont pu s’armer de patience en suant.	Ils ont échappé au tireur et se sont cachés dans un sauna où ils ont pu s’armer de patience en suant.	Ils ont échappé au tireur et se sont cachés dans un sauna où ils ont pu s’armer de patience en suant.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Leur poursuite jusque dans un sauna par un tueur à gages leur donna des sueurs froides.	Leur poursuite jusque dans un sauna par un tueur à gages leur donna des sueurs froides.	Leur poursuite jusque dans un sauna par un tueur à gages leur donna des sueurs froides.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se sont réfugiés dans le sauna pour échapper au tireur, qui leur a donné des sueurs froides.	Ils se sont réfugiés dans le sauna pour échapper au tireur, qui leur a donné des sueurs froides.	Ils se sont réfugiés dans le sauna pour échapper au tireur, qui leur a donné des sueurs froides.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se cachèrent du tireur dans un sauna où ils pouvaient laisser couler.	Ils se cachèrent du tireur dans un sauna où ils pouvaient laisser couler.	Ils se cachèrent du tireur dans un sauna où ils pouvaient laisser couler.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils n'avaient pas froid aux yeux, mais la vue du tireur isolé leur glaça le sang ; blessés, ils suèrent sang et eau pour aller se réfugier dans le sauna, seul abri à proximité.	Ils n'avaient pas froid aux yeux, mais la vue du tireur isolé leur glaça le sang ; blessés, ils suèrent sang et eau pour aller se réfugier dans le sauna, seul abri à proximité.	Ils n'avaient pas froid aux yeux, mais la vue du tireur isolé leur glaça le sang ; blessés, ils suèrent sang et eau pour aller se réfugier dans le sauna, seul abri à proximité.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Les passants ont trouvé refuge dans un sauna lors d'une fusillade. On peut dire qu'ils ont eu chaud.	Les passants ont trouvé refuge dans un sauna lors d'une fusillade. On peut dire qu'ils ont eu chaud.	Les passants ont trouvé refuge dans un sauna lors d'une fusillade. On peut dire qu'ils ont eu chaud.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se sont cacher du tireur dans un sauna où ils pouvaient évacuer	Ils se sont cacher du tireur dans un sauna où ils pouvaient évacuer	Ils se sont cacher du tireur dans un sauna où ils pouvaient évacuer
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se sont cachés du tireur dans une chambre frigorifique, où ils ont pu garder leur sang froid.	Ils se sont cachés du tireur dans une chambre frigorifique, où ils ont pu garder leur sang froid.	Ils se sont cachés du tireur dans une chambre frigorifique, où ils ont pu garder leur sang froid.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils s'étaient cachés dans un sauna pour faire croire à leur poursuivant qu'ils s'étaient évaporés	Ils s'étaient cachés dans un sauna pour faire croire à leur poursuivant qu'ils s'étaient évaporés	Ils s'étaient cachés dans un sauna pour faire croire à leur poursuivant qu'ils s'étaient évaporés
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils échappèrent au tireur en se cachant dans un sauna, où ils attendirent la fin de l'échauffourée	Ils échappèrent au tireur en se cachant dans un sauna, où ils attendirent la fin de l'échauffourée	Ils échappèrent au tireur en se cachant dans un sauna, où ils attendirent la fin de l'échauffourée
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se sont cachés dans le sauna en attendant que le tireur s’évapore.	Ils se sont cachés dans le sauna en attendant que le tireur s’évapore.	Ils se sont cachés dans le sauna en attendant que le tireur s’évapore.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se sont cachés du tireur dans un champ pour le semer.	Ils se sont cachés du tireur dans un champ pour le semer.	Ils se sont cachés du tireur dans un champ pour le semer.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Pour échapper au tireur, ils se cachèrent dans le sauna. Ils ont eu chaud.	Pour échapper au tireur, ils se cachèrent dans le sauna. Ils ont eu chaud.	Pour échapper au tireur, ils se cachèrent dans le sauna. Ils ont eu chaud.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se cachèrent du bandit armé, se faufilant dans le sauna si discrètement que rien ne le laissait transpirer.	Ils se cachèrent du bandit armé, se faufilant dans le sauna si discrètement que rien ne le laissait transpirer.	Ils se cachèrent du bandit armé, se faufilant dans le sauna si discrètement que rien ne le laissait transpirer.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se cachèrent du tireur en se réfugiant dans un sauna, où ils purent transpirer un coup.	Ils se cachèrent du tireur en se réfugiant dans un sauna, où ils purent transpirer un coup.	Ils se cachèrent du tireur en se réfugiant dans un sauna, où ils purent transpirer un coup.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Poursuivis par un tueur, ils se cachèrent dans un sauna en attendant de trouver un moyen de renverser la vapeur.	Poursuivis par un tueur, ils se cachèrent dans un sauna en attendant de trouver un moyen de renverser la vapeur.	Poursuivis par un tueur, ils se cachèrent dans un sauna en attendant de trouver un moyen de renverser la vapeur.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Cachés dans le sauna pour échapper au tireur, ils ont eu leurs vapeurs.	Cachés dans le sauna pour échapper au tireur, ils ont eu leurs vapeurs.	Cachés dans le sauna pour échapper au tireur, ils ont eu leurs vapeurs.
en_1157	They hid from the gunman in a sauna where they could sweat it out.	Ils se sont cachés du tireur dans un sauna; ça commençait à devenir chaud !	Ils se sont cachés du tireur dans un sauna; ça commençait à devenir chaud !	Ils se sont cachés du tireur dans un sauna; ça commençait à devenir chaud !
