id_en	text_clean	manual_location	manual_type	manual_alternative	pun_word	pun_type	first_meaning	second_meaning	pun_word_fr	first_meaning_fr	second_meaning_fr	pun_word_bt	first_meaning_bt	second_meaning_bt
67	"""I told you not to ride that horse,"" he nagged."				nagged	homographic	['badgered', 'pestered', 'harassed', 'annoyed']	['horse', 'equine', 'mare', 'pony']	harcelé	['talonné', 'importuné', 'harcelé', 'agacé']	['cheval', 'équidé', 'jument', 'poney']	harassed	['stalked', 'pestered', 'harassed', 'annoyed']	['horse', 'equid', 'mare', 'pony']
68	"""I was the first to climb Mount Everest,"" he said hilariously."				hilariously	homophonic	['humorously', 'comically', 'amusingly']	['Hillary-ously', 'in the manner of Edmund Hillary', 'Hillary']	hilarant	['humoristiquement', 'comiquement', 'de manière amusante']	"['Hillary-reusement', ""à la manière d'Edmund Hillary"", 'Hillary']"	hilarious	['humorously', 'comically', 'in an amusing way']	['Hillary-ously', 'distinguished by Edmund Hillary', 'Hillary']
69	"""I wish I could remember the name of that card game,"" he said wistfully."				wistfully	homophonic	['longingly', 'yearningly', 'pensively', 'sadly', 'regretfully']	['whistfully', 'whist-fully', 'playing whist', 'related to the card game whist']	mélancoliquement	['avec nostalgie', 'avec désir', 'pensivement', 'tristement', 'avec regret']	['en jouant au whist', 'relatif au jeu de cartes whist', 'plein de whist']	melancholically	['with nostalgia', 'wistfully', 'pensively', 'sadly', 'regretfully']	['while playing whist', 'relating to the card game whist', 'full of whist']
70	"""I won't finish in fifth place,"" he held forth."				forth	homophonic	['fourth', 'after third', 'numerical position']	['forward', 'outward', 'into view']	en avant	['quatrième', 'après le troisième', 'position numérique']	"[""vers l'avant"", ""vers l'extérieur"", 'en vue']"	forward	['fourth', 'after the third', 'numerical position']	['towards the front', 'outward', 'in view']
71	"""I won't tell you anything about my salivary glands,"" he said secretively."				secretively	homographic	['covertly', 'stealthily', 'discreetly', 'privately']	['secreting', 'discharging', 'releasing', 'exuding']	en secret	['clandestinement', 'furtivement', 'discrètement', 'privément']	['sécrétant', 'déchargeant', 'libérant', 'exsudant']	in secret	['clandestinely', 'furtively', 'discreetly', 'privately']	['secreting', 'discharging', 'releasing', 'exuding']
72	"""I'm burning aromatic substances,"" he said, incensed."				incensed	homographic	['fuming', 'burning incense', 'perfuming']	['enraged', 'furious', 'angry', 'infuriated']	encensé	"['fumant', ""brûlant de l'encens"", 'parfumant']"	['enragé', 'furieux', 'fâché', 'exaspéré']	incensed	['smoking', 'burning incense', 'perfuming']	['enraged', 'furious', 'angry', 'exasperated']
73	"""I'm halfway up a mountain,"" he alleged."				alleged	homophonic	['claimed', 'asserted', 'contended', 'declared']	['a ledge', 'cliff edge', 'shelf', 'ridge']	allégué	['prétendu', 'affirmé', 'soutenu', 'déclaré']	['un rebord', 'bord de falaise', 'étagère', 'crête']	alleged	['pretended', 'claimed', 'maintained', 'declared']	['a ledge', 'cliff edge', 'shelf', 'ridge']
74	"""I'm just an ordinary soldier,"" he admitted privately."				privately	homographic	['confidentially', 'secretly', 'personally', 'in confidence']	['as a private', 'in the rank of a private', 'soldierly']	privément	['confidentiellement', 'secrètement', 'personnellement', 'en confidence']	['en tant que simple soldat', 'au rang de soldat de deuxième classe', 'militairement']	privately	['confidentially', 'secretly', 'personally', 'in confidence']	['as a private', 'at the rank of private', 'militarily']
75	"""I'm just going to put these handcuffs on you,"" he said manically."				manically	homophonic	['insanely', 'frenziedly', 'wildly', 'madly']	['manacle-y', 'shackled', 'handcuffed', 'restrained']	frénétiquement	['follement', 'frénétiquement', 'sauvagement', 'démentiellement']	['enchaîné', 'menotté', 'entravé', 'restreint']	frenetically	['madly', 'frenetically', 'wildly', 'insanely']	['chained', 'handcuffed', 'shackled', 'restrained']
76	"""I'm mentioned in this book,"" he said contentedly."				contentedly	homographic	['happily', 'satisfied', 'pleased']	['relating to content', 'table of contents', 'subject matter']	contentement	['joyeusement', 'satisfait', 'ravi']	['relatif au contenu', 'table des matières', 'sujet']	contentment	['joyfully', 'satisfied', 'delighted']	['related to content', 'table of contents', 'subject']
77	"""I'm the butcher's assistant,"" he said cuttingly."				cuttingly	homographic	['slicing', 'carving', 'chopping', 'butchering']	['sarcastically', 'sharply', 'bitingly', 'caustically', 'harshly']	tranchant	['découper', 'sculpter', 'hacher', 'boucher']	['sarcastiquement', 'vivement', 'mordant', 'caustiquement', 'sévèrement']	sharp	['cutting', 'carving', 'chopping', 'butcher']	['sarcastically', 'sharply', 'biting', 'caustically', 'severely']
78	"""I'm waiting to see the doctor,"" he said patiently."				patiently	homographic	['calmly', 'with endurance', 'uncomplainingly', 'stoically']	['as a medical patient', 'sick person', 'clinical subject']	patiemment	['calmement', 'avec endurance', 'sans se plaindre', 'stoïquement']	['en tant que patient médical', 'personne malade', 'sujet clinique']	patiently	['calmly', 'with endurance', 'without complaining', 'stoically']	['as a medical patient', 'sick person', 'clinical subject']
79	"""I've an urgent appointment,"" he said in Russian."				Russian	homophonic	['Slavic', 'Cyrillic-speaker', 'from Russia']	['rushing', 'hurrying', 'hastening', 'quick']	Russe	['Slave', 'locuteur du cyrillique', 'originaire de Russie']	['se précipiter', 'se dépêcher', 'se hâter', 'rapide']	Rush	['Slav', 'Cyrillic speaker', 'native of Russia']	['to rush', 'to hurry', 'to hasten', 'quick']
80	"""I've been listening to the Brandenburg Concertos,"" he barked."				barked	homographic	['shouted', 'yelled', 'bellowed', 'snapped']	['noise made by a dog', 'canine sound', 'vocalized like a Rottweiler']	aboyé	['crié', 'hurlé', 'braillé', 'rabroué']	['bruit fait par un chien', 'son canin', 'vocalisé comme un Rottweiler']	barked	['shouted', 'yelled', 'bawled', 'snubbed']	['noise made by a dog', 'canine sound', 'vocalized like a Rottweiler']
81	"""I've been to a film festival in Southern France,"" he said cannily."				cannily	homophonic	['shrewdly', 'cleverly', 'cunningly', 'astutely']	['Cannes', 'France', 'film festival location', 'Cannes-ly']	astucieusement	['finement', 'intelligemment', 'rusé', 'astucieusement']	['Cannes', 'France', 'lieu du festival du film', 'à la cannoise']	cleverly	['finely', 'intelligently', 'cunning', 'cleverly']	['Cannes', 'France', 'place of the film festival', 'in the Cannes style']
82	"""I've gained thirty pounds,"" he said heavily."				heavily	homographic	['with great weight', 'massively', 'ponderously']	['sadly', 'sorrowfully', 'with a heavy heart']	lourdement	['avec un grand poids', 'massivement', 'pesamment']	['tristement', 'douloureusement', 'le cœur lourd']	heavily	['with great weight', 'massively', 'ponderously']	['sadly', 'painfully', 'with a heavy heart']
83	"""I've joined the navy,"" he said fleetingly."				fleetingly	homographic	['briefly', 'momentarily', 'transiently', 'quickly']	['pertaining to a fleet', 'nautically', 'relating to ships', 'naval']	fugitivement	['brièvement', 'momentanément', 'passagèrement', 'rapidement']	['relatif à une flotte', 'nautiquement', 'concernant les navires', 'naval']	fleetingly	['briefly', 'momentarily', 'transiently', 'rapidly']	['relating to a fleet', 'nautically', 'concerning ships', 'naval']
84	"""I've mailed the letter,"" he assented."				assented	homophonic	['agreed', 'concurred', 'acquiesced', 'accepted']	['a-sent-it', 'pertaining to sending mail', 'dispatched', 'posted']	acquiescé	"['convenu', ""d'accord"", 'accepté', 'approuvé']"	"['a-sent-it', ""relatif à l'envoi de courrier"", 'expédié', 'posté']"	acquiesced	['agreed', 'okay', 'accepted', 'approved']	['has-sent-it', 'related to sending mail', 'shipped', 'posted']
85	"""I've stuck a pin through my nose,"" he said punctually."				punctually	homographic	['on time', 'promptly', 'at the appointed time']	['as if making a puncture', 'piercingly', 'related to a puncture wound']	ponctuellement	"[""à l'heure"", 'rapidement', 'au moment convenu']"	"[""comme lors d'une ponction"", 'de façon perçante', 'lié à une plaie par piqûre']"	punctually	['on time', 'quickly', 'at the agreed time']	['as during a puncture', 'piercingly', 'related to a puncture wound']
86	"""If I let go of the ceiling it will collapse,"" he upheld."				upheld	homographic	['maintained', 'asserted', 'declared', 'claimed']	['supported', 'propped', 'held up', 'bolstered']	maintenu	['maintenu', 'affirmé', 'déclaré', 'prétendu']	['soutenu', 'étayé', 'supporté', 'renforcé']	maintained	['maintained', 'asserted', 'declared', 'claimed']	['supported', 'braced', 'upheld', 'reinforced']
87	"""It's a unit of electric current,"" he said amply."				amply	homographic	['generously', 'liberally', 'fully', 'extensively']	['in an ampere-related manner', 'electrically', 'regarding current', 'unit-based']	amplement	['généreusement', 'libéralement', 'pleinement', 'largement']	"[""en lien avec l'ampère"", 'électriquement', 'concernant le courant', ""basé sur l'unité""]"	amply	['generously', 'liberally', 'fully', 'widely']	['related to ampere', 'electrically', 'concerning the current', 'based on the unit']
88	"""It's an actual parameter, not a formal parameter,"" was his argument."				formal	homographic	['official', 'stately', 'conventional', 'ceremonious']	['syntactic', 'placeholder', 'symbolic', 'theoretical']	formel	['officiel', 'majestueux', 'conventionnel', 'cérémonieux']	['syntaxique', 'paramètre fictif', 'symbolique', 'théorique']	formal	['official', 'majestic', 'conventional', 'ceremonious']	['syntactic', 'placeholder', 'symbolic', 'theoretical']
89	"""It's just gold leaf,"" he said guiltily."				guiltily	homophonic	['shamefully', 'remorsefully', 'conscience-stricken']	['giltily', 'covered in gold', 'gold-plated', 'ornamented']	coupablement	['honteusement', 'avec remords', 'bourrelé de remords']	"['doré', ""couvert d'or"", 'plaqué or', 'ornementé']"	guiltily	['shamefully', 'with remorse', 'filled with remorse']	['gilded', 'covered in gold', 'gold-plated', 'ornamented']
90	"""It's my personal magnetism,"" he said ironically."				magnetism	homographic	['charisma', 'allure', 'charm', 'attractiveness']	['magnetic field', 'physical attraction', 'iron property', 'electromagnetism']	magnétisme	['charisme', 'allure', 'charme', 'attrait']	['champ magnétique', 'attraction physique', 'propriété du fer', 'électromagnétisme']	magnetism	['charisma', 'allure', 'charm', 'attraction']	['magnetic field', 'physical attraction', 'property of iron', 'electromagnetism']
91	"""It's the quotient of two integers,"" he said rationally."				rationally	homographic	['sensibly', 'logically', 'reasonably', 'calmly']	['mathematically', 'expressed as a fraction', 'relating to rational numbers', 'ratio-based']	rationnellement	['sensiblement', 'logiquement', 'raisonnablement', 'calmement']	['mathématiquement', 'exprimé sous forme de fraction', 'relatif aux nombres rationnels', 'basé sur un rapport']	rationally	['sensibly', 'logically', 'reasonably', 'calmly']	['mathematically', 'expressed as a fraction', 'relating to rational numbers', 'based on a ratio']
92	"""Let's take a vacation in the south of France,"" he said nicely."				nicely	homophonic	['pleasantly', 'aimiably', 'kindly']	['Nice', 'French Riviera', 'Nicoise']	gentiment	['agréablement', 'aimablement', 'gentiment']	"['Nice', ""Côte d'Azur"", 'Niçois']"	nicely	['pleasantly', 'kindly', 'nicely']	['Nice', 'French Riviera', 'Niçois']
93	"""My pencil is blunt,"" he said pointlessly."				pointlessly	homographic	['senselessly', 'aimlessly', 'futility', 'ineffectively']	['without a sharp tip', 'unsharpened', 'bluntly', 'dullly']	inutilement	['absurdement', 'sans but', 'futilité', 'inefficacement']	['sans pointe', 'non taillé', 'émoussé', 'sans tranchant']	pointlessly	['absurdly', 'without purpose', 'futility', 'ineffectively']	['without a point', 'unsharpened', 'blunt', 'without an edge']
94	"""Now I can do some painting,"" he said easily."				easily	homophonic	['effortlessly', 'simply', 'readily']	['easel-y', 'with an easel', 'supported by a frame']	facilement	['sans effort', 'simplement', 'aisément']	['chevalet-ment', 'avec un chevalet', 'soutenu par un cadre']	easily	['effortlessly', 'simply', 'easily']	['easel-ly', 'with an easel', 'supported by a frame']
95	"""Once upon a time there was a beautiful princess,"" he began grimly."				grimly	homophonic	['sternly', 'seriously', 'severely', 'somberly']	['Grimmly', 'Grimm-like', 'related to the Brothers Grimm', 'fairy-tale style']	lugubrement	['sévèrement', 'sérieusement', 'rigoureusement', 'sombrement']	['à la manière de Grimm', 'façon Grimm', 'relatif aux frères Grimm', 'style conte de fées']	grimly	['severely', 'seriously', 'rigorously', 'darkly']	['in the manner of Grimm', 'Grimm-style', 'relative to the Brothers Grimm', 'fairy tale style']
96	"""Perhaps I will,"" he said with all his might."				might	homographic	['strength', 'power', 'force', 'vigor']	['possibility', 'could', 'may', 'potential']	puissance	['force', 'pouvoir', 'vigueur']	['possibilité', 'pourrait', 'peut-être', 'potentiel']	power	['force', 'power', 'vigor']	['possibility', 'might', 'maybe', 'potential']
97	"""Pretend we were in the days before railways,"" he coached."				coached	homographic	['instructed', 'trained', 'mentored', 'guided']	['transported', 'carried via stagecoach', 'driven in a carriage']	coaché	['instruit', 'entraîné', 'mentoré', 'guidé']	['transporté', 'porté par diligence', 'conduit en calèche']	coached	['instructed', 'trained', 'mentored', 'guided']	['transported', 'carried by stagecoach', 'driven in a horse-drawn carriage']
98	"""She even flies her own jet,"" he leered."				leered	homophonic	['gazed', 'ogled', 'stared', 'smirked']	['Learjet', 'Lear', 'jet manufacturer', 'aircraft type']	lorgné	['regardé', 'lorgné', 'fixé', 'souri de manière narquoise']	"['Learjet', 'Lear', 'fabricant de jets', ""type d'avion""]"	leered	['watched', 'eyed', 'stared', 'smirked']	['Learjet', 'Lear', 'jet manufacturer', 'type of aircraft']
